supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,context,annual_drought_probabiltiy
Hangzhou Greatstar Industrial.Co.,LISTA AG (Switzerland),Drought,High,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.61 vs reference -0.33). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.329; drought frequency (SPEI-3 < -1.0) = 27.4%; recent mean (2015-2025) = -0.606; trend delta = -0.277.,27.4%
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.25 vs reference -0.06). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.059; drought frequency (SPEI-3 < -1.0) = 21.0%; recent mean (2015-2025) = -0.249; trend delta = -0.190.,21.0%
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: 0.02 vs reference -0.06). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.063; drought frequency (SPEI-3 < -1.0) = 20.2%; recent mean (2015-2025) = 0.018; trend delta = +0.081.,20.2%
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.05 vs reference -0.13). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.126; drought frequency (SPEI-3 < -1.0) = 19.9%; recent mean (2015-2025) = -0.05; trend delta = +0.076.,19.9%
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Drought,Very High,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.73 vs reference -0.53). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.532; drought frequency (SPEI-3 < -1.0) = 34.1%; recent mean (2015-2025) = -0.726; trend delta = -0.194.,34.1%
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Drought,Medium,Medium,Medium,Within 5 Years,The 2015–2025 observed SPEI-3 mean (0.93) is above the 1990–2020 reference (0.12 Δ=+0.82) suggesting a wetting trend at this location. SPEI-3 data: baseline mean (1990-2020) = 0.116; drought frequency (SPEI-3 < -1.0) = 19.4%; recent mean (2015-2025) = 0.934; trend delta = +0.818.,19.4%
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = 0.186; drought frequency (SPEI-3 < -1.0) = 12.9%; recent mean (2015-2025) = 0.23; trend delta = +0.044.,12.9%
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Drought,Low,Medium,Medium,Within 5 Years,The 2015–2025 observed SPEI-3 mean (1.03) is above the 1990–2020 reference (0.17 Δ=+0.85) suggesting a wetting trend at this location. SPEI-3 data: baseline mean (1990-2020) = 0.174; drought frequency (SPEI-3 < -1.0) = 15.3%; recent mean (2015-2025) = 1.027; trend delta = +0.853.,15.3%
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Drought,Medium,Medium,Medium,Within 5 Years,The 2015–2025 observed SPEI-3 mean (0.93) is above the 1990–2020 reference (0.12 Δ=+0.82) suggesting a wetting trend at this location. SPEI-3 data: baseline mean (1990-2020) = 0.116; drought frequency (SPEI-3 < -1.0) = 19.4%; recent mean (2015-2025) = 0.934; trend delta = +0.818.,19.4%
Perrigo Company,Global Headquarters,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = 0.008; drought frequency (SPEI-3 < -1.0) = 14.8%; recent mean (2015-2025) = 0.093; trend delta = +0.085.,14.8%
Perrigo Company,N. American Corporate HQ,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = 0.234; drought frequency (SPEI-3 < -1.0) = 11.6%; recent mean (2015-2025) = 0.245; trend delta = +0.011.,11.6%
Perrigo Company,Allegan Main Campus,Drought,Very Low,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 data. Very low baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = 0.234; drought frequency (SPEI-3 < -1.0) = 11.6%; recent mean (2015-2025) = 0.245; trend delta = +0.011.,11.6%
Perrigo Company,Allegan Water St Plant,Drought,Very Low,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 data. Very low baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = 0.234; drought frequency (SPEI-3 < -1.0) = 11.6%; recent mean (2015-2025) = 0.245; trend delta = +0.011.,11.6%
Perrigo Company,Eau Claire Facility,Drought,Very Low,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 data. Very low baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = 0.304; drought frequency (SPEI-3 < -1.0) = 10.5%; recent mean (2015-2025) = 0.459; trend delta = +0.155.,10.5%
Perrigo Company,PBM Nutritionals (Vermont),Drought,Low,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 data. Baseline drought frequency expected to remain low over this horizon. SPEI-3 data: baseline mean (1990-2020) = 0.225; drought frequency (SPEI-3 < -1.0) = 12.1%; recent mean (2015-2025) = 0.324; trend delta = +0.099.,12.1%
Perrigo Company,Perrigo Direct Hub,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: 0.12 vs reference 0.01). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = 0.01; drought frequency (SPEI-3 < -1.0) = 19.4%; recent mean (2015-2025) = 0.12; trend delta = +0.110.,19.4%
Perrigo Company,Omaha Logistics Center,Drought,Low,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 data. Baseline drought frequency expected to remain low over this horizon. SPEI-3 data: baseline mean (1990-2020) = 0.113; drought frequency (SPEI-3 < -1.0) = 12.9%; recent mean (2015-2025) = 0.059; trend delta = -0.054.,12.9%
Perrigo Company,Perrigo Israel (Yeruham),Drought,Critical,Medium,Medium,Within 5 Years,The 2015–2025 observed SPEI-3 mean (-1.61) is significantly lower than the 1990–2020 reference (-0.67) indicating a drying trend of Δ=-0.94. This is consistent with regional climate projections (IPCC AR6) for increasing drought frequency under SSP2-4.5 over the next decade. SPEI-3 data: baseline mean (1990-2020) = -0.671; drought frequency (SPEI-3 < -1.0) = 39.2%; recent mean (2015-2025) = -1.609; trend delta = -0.938.,39.2%
Perrigo Company,Perrigo Mexico,Drought,Medium,Medium,Medium,Within 5 Years,The 2015–2025 observed SPEI-3 mean (-0.43) is significantly lower than the 1990–2020 reference (-0.03) indicating a drying trend of Δ=-0.40. This is consistent with regional climate projections (IPCC AR6) for increasing drought frequency under SSP2-4.5 over the next decade. SPEI-3 data: baseline mean (1990-2020) = -0.033; drought frequency (SPEI-3 < -1.0) = 18.0%; recent mean (2015-2025) = -0.431; trend delta = -0.398.,18.0%
Perrigo Company,Wrafton Laboratories (UK),Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.10 vs reference -0.01). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.012; drought frequency (SPEI-3 < -1.0) = 16.1%; recent mean (2015-2025) = -0.103; trend delta = -0.091.,16.1%
Perrigo Company,Galpharm International,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.10 vs reference -0.01). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.015; drought frequency (SPEI-3 < -1.0) = 16.4%; recent mean (2015-2025) = -0.099; trend delta = -0.084.,16.4%
Perrigo Company,Rosemont Pharmaceuticals,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.10 vs reference -0.01). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.015; drought frequency (SPEI-3 < -1.0) = 16.4%; recent mean (2015-2025) = -0.099; trend delta = -0.084.,16.4%
Perrigo Company,HRA Pharma Global HQ,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.125; drought frequency (SPEI-3 < -1.0) = 18.3%; recent mean (2015-2025) = -0.274; trend delta = -0.149.,18.3%
Perrigo Company,HRA Pharma US,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = 0.055; drought frequency (SPEI-3 < -1.0) = 15.3%; recent mean (2015-2025) = -0.053; trend delta = -0.108.,15.3%
The Hain Celestial Group,Global Headquarters,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = 0.055; drought frequency (SPEI-3 < -1.0) = 15.3%; recent mean (2015-2025) = -0.053; trend delta = -0.108.,15.3%
The Hain Celestial Group,Celestial Seasonings,Drought,Very High,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.24 vs reference -0.45). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.449; drought frequency (SPEI-3 < -1.0) = 32.3%; recent mean (2015-2025) = -0.244; trend delta = +0.205.,32.3%
The Hain Celestial Group,Hain Personal Care Hub,Drought,High,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.32 vs reference -0.25). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.246; drought frequency (SPEI-3 < -1.0) = 23.7%; recent mean (2015-2025) = -0.324; trend delta = -0.078.,23.7%
The Hain Celestial Group,Hain Celestial Canada HQ,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = 0.04; drought frequency (SPEI-3 < -1.0) = 16.4%; recent mean (2015-2025) = -0.001; trend delta = -0.041.,16.4%
The Hain Celestial Group,Mississauga Facility,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.00 vs reference 0.04). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = 0.04; drought frequency (SPEI-3 < -1.0) = 16.4%; recent mean (2015-2025) = -0.001; trend delta = -0.041.,16.4%
The Hain Celestial Group,Hain Daniels (Fakenham),Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.12 vs reference -0.08). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.077; drought frequency (SPEI-3 < -1.0) = 21.0%; recent mean (2015-2025) = -0.12; trend delta = -0.043.,21.0%
The Hain Celestial Group,Hain Daniels (Histon),Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.12 vs reference -0.08). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.077; drought frequency (SPEI-3 < -1.0) = 21.0%; recent mean (2015-2025) = -0.12; trend delta = -0.043.,21.0%
The Hain Celestial Group,Fresh Innovation Centre,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: 0.01 vs reference -0.05). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.053; drought frequency (SPEI-3 < -1.0) = 20.7%; recent mean (2015-2025) = 0.014; trend delta = +0.067.,20.7%
The Hain Celestial Group,Ella’s Kitchen HQ,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.053; drought frequency (SPEI-3 < -1.0) = 20.7%; recent mean (2015-2025) = 0.014; trend delta = +0.067.,20.7%
The Hain Celestial Group,Natumi GmbH,Drought,High,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.32 vs reference -0.18). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.18; drought frequency (SPEI-3 < -1.0) = 22.0%; recent mean (2015-2025) = -0.324; trend delta = -0.144.,22.0%
The Hain Celestial Group,Mona Naturprodukte (Joya),Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.04 vs reference 0.07). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = 0.065; drought frequency (SPEI-3 < -1.0) = 17.2%; recent mean (2015-2025) = -0.042; trend delta = -0.107.,17.2%
The Hain Celestial Group,Cully & Sully,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = 0.117; drought frequency (SPEI-3 < -1.0) = 14.8%; recent mean (2015-2025) = 0.543; trend delta = +0.426.,14.8%
The Hain Celestial Group,Yorkshire Provender,Drought,Low,Medium,Medium,Within 5 Years,The 2015–2025 observed SPEI-3 mean (0.63) is above the 1990–2020 reference (0.21 Δ=+0.42) suggesting a wetting trend at this location. SPEI-3 data: baseline mean (1990-2020) = 0.209; drought frequency (SPEI-3 < -1.0) = 14.8%; recent mean (2015-2025) = 0.634; trend delta = +0.425.,14.8%
ZURU LLC.,ZURU Global HQ,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.307; drought frequency (SPEI-3 < -1.0) = 28.0%; recent mean (2015-2025) = -1.081; trend delta = -0.774.,28.0%
ZURU LLC.,ZURU US Flagship Campus,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.298; drought frequency (SPEI-3 < -1.0) = 25.8%; recent mean (2015-2025) = -0.56; trend delta = -0.262.,25.8%
ZURU LLC.,ZURU Shenzhen Hub,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.307; drought frequency (SPEI-3 < -1.0) = 28.0%; recent mean (2015-2025) = -1.081; trend delta = -0.774.,28.0%
ZURU LLC.,ZURU Huizhou Smart Factory,Drought,High,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.06 vs reference -0.12). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.118; drought frequency (SPEI-3 < -1.0) = 23.1%; recent mean (2015-2025) = -0.063; trend delta = +0.055.,23.1%
ZURU LLC.,ZURU Guangzhou Plant,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: 0.02 vs reference -0.06). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.063; drought frequency (SPEI-3 < -1.0) = 20.2%; recent mean (2015-2025) = 0.018; trend delta = +0.081.,20.2%
ZURU LLC.,ZURU New Zealand HQ,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.06; drought frequency (SPEI-3 < -1.0) = 16.9%; recent mean (2015-2025) = -0.177; trend delta = -0.117.,16.9%
ZURU LLC.,ZURU Tech Italy (Modena),Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.034; drought frequency (SPEI-3 < -1.0) = 15.9%; recent mean (2015-2025) = -0.182; trend delta = -0.148.,15.9%
ZURU LLC.,ZURU Tech India (Ahmedabad),Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.194; drought frequency (SPEI-3 < -1.0) = 21.2%; recent mean (2015-2025) = -0.284; trend delta = -0.090.,21.2%
ZURU LLC.,ZURU Tech India (Kolkata),Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = 0.062; drought frequency (SPEI-3 < -1.0) = 16.9%; recent mean (2015-2025) = -0.065; trend delta = -0.127.,16.9%
ZURU LLC.,ZURU Bentonville Office,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = 0.152; drought frequency (SPEI-3 < -1.0) = 13.2%; recent mean (2015-2025) = 0.397; trend delta = +0.245.,13.2%
ZURU LLC.,ZURU Tech Italy (Milan),Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.394; drought frequency (SPEI-3 < -1.0) = 31.7%; recent mean (2015-2025) = -0.686; trend delta = -0.292.,31.7%
ZURU LLC.,ZURU Dongguan Tech Center,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.063; drought frequency (SPEI-3 < -1.0) = 20.2%; recent mean (2015-2025) = 0.018; trend delta = +0.081.,20.2%
John Paul Mitchell Systems,Global Headquarters,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.253; drought frequency (SPEI-3 < -1.0) = 23.7%; recent mean (2015-2025) = -0.369; trend delta = -0.116.,23.7%
John Paul Mitchell Systems,JPMS Creative Center,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.253; drought frequency (SPEI-3 < -1.0) = 23.7%; recent mean (2015-2025) = -0.369; trend delta = -0.116.,23.7%
John Paul Mitchell Systems,Santa Clarita DC,Drought,High,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.37 vs reference -0.25). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.253; drought frequency (SPEI-3 < -1.0) = 23.7%; recent mean (2015-2025) = -0.369; trend delta = -0.116.,23.7%
John Paul Mitchell Systems,The Awapuhi Farm,Drought,Very High,Medium,Medium,Within 5 Years,The 2015–2025 observed SPEI-3 mean (-1.42) is significantly lower than the 1990–2020 reference (-0.35) indicating a drying trend of Δ=-1.06. This is consistent with regional climate projections (IPCC AR6) for increasing drought frequency under SSP2-4.5 over the next decade. SPEI-3 data: baseline mean (1990-2020) = -0.354; drought frequency (SPEI-3 < -1.0) = 30.6%; recent mean (2015-2025) = -1.419; trend delta = -1.065.,30.6%
John Paul Mitchell Systems,JPMS UK (Salon Success),Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.008; drought frequency (SPEI-3 < -1.0) = 19.1%; recent mean (2015-2025) = 0.115; trend delta = +0.123.,19.1%
John Paul Mitchell Systems,JPMS European Hub,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.247; drought frequency (SPEI-3 < -1.0) = 24.7%; recent mean (2015-2025) = -0.433; trend delta = -0.186.,24.7%
John Paul Mitchell Systems,Pro-motive (Subsidiary),Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.253; drought frequency (SPEI-3 < -1.0) = 23.7%; recent mean (2015-2025) = -0.369; trend delta = -0.116.,23.7%
John Paul Mitchell Systems,Distribution Center East,Drought,Low,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 data. Baseline drought frequency expected to remain low over this horizon. SPEI-3 data: baseline mean (1990-2020) = 0.155; drought frequency (SPEI-3 < -1.0) = 13.4%; recent mean (2015-2025) = 0.263; trend delta = +0.108.,13.4%
Natural Organics Inc.,Global Headquarters,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.016; drought frequency (SPEI-3 < -1.0) = 16.4%; recent mean (2015-2025) = -0.222; trend delta = -0.206.,16.4%
Natural Organics Inc.,Melville Manufacturing,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.22 vs reference -0.02). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.016; drought frequency (SPEI-3 < -1.0) = 16.4%; recent mean (2015-2025) = -0.222; trend delta = -0.206.,16.4%
Natural Organics Inc.,The Pharma-Lab,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.22 vs reference -0.02). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.016; drought frequency (SPEI-3 < -1.0) = 16.4%; recent mean (2015-2025) = -0.222; trend delta = -0.206.,16.4%
Natural Organics Inc.,Melville Distribution,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.22 vs reference -0.02). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.016; drought frequency (SPEI-3 < -1.0) = 16.4%; recent mean (2015-2025) = -0.222; trend delta = -0.206.,16.4%
Natural Organics Inc.,Amityville Facility,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: -0.22 vs reference -0.02). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.016; drought frequency (SPEI-3 < -1.0) = 16.4%; recent mean (2015-2025) = -0.222; trend delta = -0.206.,16.4%
Natural Organics Inc.,Nature’s Plus UK,Drought,Medium,Medium,Medium,Within 5 Years,No significant drying trend detected in recent observed SPEI-3 (2015–2025 mean: 0.01 vs reference -0.05). Baseline drought frequency expected to persist over this horizon. SPEI-3 data: baseline mean (1990-2020) = -0.053; drought frequency (SPEI-3 < -1.0) = 20.7%; recent mean (2015-2025) = 0.014; trend delta = +0.067.,20.7%
Natural Organics Inc.,Euro-Nutrition Hub,Drought,Negligible,Medium,Medium,Within 5 Years,Administrative or non-industrial facility. No material drought exposure expected over a 5-year horizon. Regional drought projections do not affect operations at this facility type. SPEI-3 data: baseline mean (1990-2020) = -0.039; drought frequency (SPEI-3 < -1.0) = 19.9%; recent mean (2015-2025) = -0.253; trend delta = -0.214.,19.9%
