supplier_name,facility_name,risk_type,risk_level,timeframe,walk_free_vulnerability_score,walk_free_government_response_score,us_tip_report_tier,context
Hangzhou Greatstar Industrial.Co.,LISTA AG (Switzerland),Modern Slavery,Very Low,Baseline,14.0,50.0,Tier 2,Walk Free vulnerability score: 14.0/100; government response score: 50.0/100 (indicating moderate risk profile). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Very Low.
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Modern Slavery,Very Low,Baseline,11.0,62.0,Tier 1,Walk Free vulnerability score: 11.0/100; government response score: 62.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Modern Slavery,High,Baseline,46.0,40.0,Tier 3,Walk Free vulnerability score: 46.0/100; government response score: 40.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 3 (not making significant efforts — highest risk). Baseline risk level: High.
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Modern Slavery,High,Baseline,44.0,47.0,Tier 3,Walk Free vulnerability score: 44.0/100; government response score: 47.0/100 (indicating moderate risk profile). US State Dept TIP Report: Tier 3 (not making significant efforts — highest risk). Baseline risk level: High.
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Modern Slavery,Medium,Baseline,46.0,55.0,Tier 2,Walk Free vulnerability score: 46.0/100; government response score: 55.0/100 (indicating moderate risk profile). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Medium.
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Modern Slavery,High,Baseline,46.0,40.0,Tier 3,Walk Free vulnerability score: 46.0/100; government response score: 40.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 3 (not making significant efforts — highest risk). Baseline risk level: High.
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Modern Slavery,High,Baseline,46.0,40.0,Tier 3,Walk Free vulnerability score: 46.0/100; government response score: 40.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 3 (not making significant efforts — highest risk). Baseline risk level: High.
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Modern Slavery,High,Baseline,46.0,40.0,Tier 3,Walk Free vulnerability score: 46.0/100; government response score: 40.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 3 (not making significant efforts — highest risk). Baseline risk level: High.
Perrigo Company,Global Headquarters,Modern Slavery,Very Low,Baseline,9.0,63.0,Tier 2,Walk Free vulnerability score: 9.0/100; government response score: 63.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Very Low.
Perrigo Company,N. American Corporate HQ,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,Allegan Main Campus,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,Allegan Water St Plant,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,Eau Claire Facility,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,PBM Nutritionals (Vermont),Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,Perrigo Direct Hub,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,Omaha Logistics Center,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,Perrigo Israel (Yeruham),Modern Slavery,Medium,Baseline,35.0,45.0,Tier 2,Walk Free vulnerability score: 35.0/100; government response score: 45.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Medium.
Perrigo Company,Perrigo Mexico,Modern Slavery,Medium,Baseline,58.0,55.0,Tier 2,Walk Free vulnerability score: 58.0/100; government response score: 55.0/100 (indicating elevated structural vulnerability). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Medium.
Perrigo Company,Wrafton Laboratories (UK),Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,Galpharm International,Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,Rosemont Pharmaceuticals,Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,HRA Pharma Global HQ,Modern Slavery,Very Low,Baseline,13.0,62.0,Tier 1,Walk Free vulnerability score: 13.0/100; government response score: 62.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
Perrigo Company,HRA Pharma US,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Global Headquarters,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Celestial Seasonings,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Hain Personal Care Hub,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Hain Celestial Canada HQ,Modern Slavery,Very Low,Baseline,11.0,60.0,Tier 1,Walk Free vulnerability score: 11.0/100; government response score: 60.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Mississauga Facility,Modern Slavery,Very Low,Baseline,11.0,60.0,Tier 1,Walk Free vulnerability score: 11.0/100; government response score: 60.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Hain Daniels (Fakenham),Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Hain Daniels (Histon),Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Fresh Innovation Centre,Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Ella’s Kitchen HQ,Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Natumi GmbH,Modern Slavery,Very Low,Baseline,11.0,62.0,Tier 1,Walk Free vulnerability score: 11.0/100; government response score: 62.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Mona Naturprodukte (Joya),Modern Slavery,Very Low,Baseline,8.0,62.0,Tier 1,Walk Free vulnerability score: 8.0/100; government response score: 62.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
The Hain Celestial Group,Cully & Sully,Modern Slavery,Very Low,Baseline,9.0,63.0,Tier 2,Walk Free vulnerability score: 9.0/100; government response score: 63.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Very Low.
The Hain Celestial Group,Yorkshire Provender,Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
ZURU LLC.,ZURU Global HQ,Modern Slavery,High,Baseline,28.0,32.0,Tier 2 Watchlist,Walk Free vulnerability score: 28.0/100; government response score: 32.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 2 Watchlist (significant efforts but serious concerns). Baseline risk level: High.
ZURU LLC.,ZURU US Flagship Campus,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
ZURU LLC.,ZURU Shenzhen Hub,Modern Slavery,High,Baseline,46.0,40.0,Tier 3,Walk Free vulnerability score: 46.0/100; government response score: 40.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 3 (not making significant efforts — highest risk). Baseline risk level: High.
ZURU LLC.,ZURU Huizhou Smart Factory,Modern Slavery,High,Baseline,46.0,40.0,Tier 3,Walk Free vulnerability score: 46.0/100; government response score: 40.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 3 (not making significant efforts — highest risk). Baseline risk level: High.
ZURU LLC.,ZURU Guangzhou Plant,Modern Slavery,High,Baseline,46.0,40.0,Tier 3,Walk Free vulnerability score: 46.0/100; government response score: 40.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 3 (not making significant efforts — highest risk). Baseline risk level: High.
ZURU LLC.,ZURU New Zealand HQ,Modern Slavery,Very Low,Baseline,8.0,54.0,Tier 2,Walk Free vulnerability score: 8.0/100; government response score: 54.0/100 (indicating moderate risk profile). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Very Low.
ZURU LLC.,ZURU Tech Italy (Modena),Modern Slavery,Very Low,Baseline,22.0,59.0,Tier 2,Walk Free vulnerability score: 22.0/100; government response score: 59.0/100 (indicating moderate risk profile). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Very Low.
ZURU LLC.,ZURU Tech India (Ahmedabad),Modern Slavery,Medium,Baseline,56.0,46.0,Tier 2,Walk Free vulnerability score: 56.0/100; government response score: 46.0/100 (indicating elevated structural vulnerability). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Medium.
ZURU LLC.,ZURU Tech India (Kolkata),Modern Slavery,Medium,Baseline,56.0,46.0,Tier 2,Walk Free vulnerability score: 56.0/100; government response score: 46.0/100 (indicating elevated structural vulnerability). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Medium.
ZURU LLC.,ZURU Bentonville Office,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
ZURU LLC.,ZURU Tech Italy (Milan),Modern Slavery,Very Low,Baseline,22.0,59.0,Tier 2,Walk Free vulnerability score: 22.0/100; government response score: 59.0/100 (indicating moderate risk profile). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Very Low.
ZURU LLC.,ZURU Dongguan Tech Center,Modern Slavery,High,Baseline,46.0,40.0,Tier 3,Walk Free vulnerability score: 46.0/100; government response score: 40.0/100 (indicating relatively weak government response). US State Dept TIP Report: Tier 3 (not making significant efforts — highest risk). Baseline risk level: High.
John Paul Mitchell Systems,Global Headquarters,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
John Paul Mitchell Systems,JPMS Creative Center,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
John Paul Mitchell Systems,Santa Clarita DC,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
John Paul Mitchell Systems,The Awapuhi Farm,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
John Paul Mitchell Systems,JPMS UK (Salon Success),Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
John Paul Mitchell Systems,JPMS European Hub,Modern Slavery,Very Low,Baseline,14.0,50.0,Tier 2,Walk Free vulnerability score: 14.0/100; government response score: 50.0/100 (indicating moderate risk profile). US State Dept TIP Report: Tier 2 (making significant efforts). Baseline risk level: Very Low.
John Paul Mitchell Systems,Pro-motive (Subsidiary),Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
John Paul Mitchell Systems,Distribution Center East,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
"Natural Organics, Inc.",Global Headquarters,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
"Natural Organics, Inc.",Melville Manufacturing,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
"Natural Organics, Inc.","The ""Pharma-Lab""",Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
"Natural Organics, Inc.",Melville Distribution,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
"Natural Organics, Inc.",Amityville Facility,Modern Slavery,Very Low,Baseline,25.0,67.0,Tier 1,Walk Free vulnerability score: 25.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
"Natural Organics, Inc.",Nature’s Plus UK,Modern Slavery,Very Low,Baseline,14.0,68.0,Tier 1,Walk Free vulnerability score: 14.0/100; government response score: 68.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
"Natural Organics, Inc.",Euro-Nutrition Hub,Modern Slavery,Very Low,Baseline,6.0,67.0,Tier 1,Walk Free vulnerability score: 6.0/100; government response score: 67.0/100 (indicating low structural vulnerability and strong government response). US State Dept TIP Report: Tier 1 (fully compliant with TVPA minimum standards). Baseline risk level: Very Low.
