supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,impact_type,risk_description,primary_restriction_instrument,secondary_restriction_instrument,importing_jurisdiction,source_country_or_region,enforcement_status,context,monitoring_signals
Garmin International,Lin Kou Plant (Taiwan),Restricted Goods - Forced Labor,Possible within 5 years — India sourcing share increasing,Low,Deteriorating,Within 5 Years,Compliance,India's growing electronics manufacturing exports are bringing ILAB and EU CSDDD scrutiny to Indian electronics assembly labour conditions. Supply chains diversifying from China to India may encounter new social risk exposure within the 5-year horizon as Indian electronics output scales and ILAB attention grows.,ILAB TVPRA Monitoring — India Electronics Sector; EU CSDDD,ILAB India Country Reports; ILO India Electronics Sector; EU CSDDD India Exposure Assessment,USA,India,New_Source_Region_Risk,"India's electronics manufacturing sector is growing rapidly under the Production-Linked Incentive (PLI) scheme, with smartphone and component output increasing 40%+ year-on-year 2022-2025. As India becomes a major electronics exporter (particularly to USA and EU), ILAB and EU CSDDD scrutiny will increase. ZURU and Garmin supply chains may increasingly have Indian electronics component inputs over the 5-year horizon. ILO reports document contract labour, excessive overtime, and gender discrimination in Indian electronics assembly.",Monitor ILO India electronics sector reports; ILAB India country report annual updates; EU Commission India partnership framework labour provisions; India SECC electronics worker welfare data; Know The Chain benchmark scores
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Child Labor,Regulatory obligation from 2027,Moderate,Deteriorating,Within 5 Years,Compliance,EU CSDDD and EU Forced Labour Regulation (Dec 2027) will require due diligence on cotton supply chains from India. ILAB documents child and forced labour in Indian cotton farming and textile production. Supply chains with Indian cotton inputs will require verified compliance documentation for EU market access from 2027.,EU Forced Labour Regulation (EU) 2024/3015; EU CSDDD; ILAB TVPRA Monitoring,ILAB 2024 TVPRA List; ILO India Cotton Sector; EU CSDDD; EU FL Regulation (EU) 2024/3015,EU,India,New_Source_Region_Risk,"India is one of the world's largest cotton and garment producers. EU CSDDD will require supply chain due diligence for Indian cotton and garment supply chains by 2027-2028. ILAB and ILO document child labour in cotton farming (especially hybrid cottonseed) and forced overtime in garment factories. The EU Forced Labour Regulation will apply from Dec 2027, creating a significant compliance burden for supply chains with Indian cotton inputs.",Monitor EU CSDDD transposition for textile sector; ILAB India cotton and garment sector reports; Fair Labor Association India audit data; EU Forced Labour Regulation country risk list for India
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Child Labor,Regulatory obligation from 2027,Moderate,Deteriorating,Within 5 Years,Compliance,EU CSDDD and EU Forced Labour Regulation (Dec 2027) will require due diligence on textiles (all) supply chains from India. ILAB documents child and forced labour in Indian cotton farming and textile production. Supply chains with Indian textiles (all) inputs will require verified compliance documentation for EU market access from 2027.,EU Forced Labour Regulation (EU) 2024/3015; EU CSDDD; ILAB TVPRA Monitoring,ILAB 2024 TVPRA List; ILO India Cotton Sector; EU CSDDD; EU FL Regulation (EU) 2024/3015,EU,India,New_Source_Region_Risk,"India is one of the world's largest cotton and garment producers. EU CSDDD will require supply chain due diligence for Indian cotton and garment supply chains by 2027-2028. ILAB and ILO document child labour in cotton farming (especially hybrid cottonseed) and forced overtime in garment factories. The EU Forced Labour Regulation will apply from Dec 2027, creating a significant compliance burden for supply chains with Indian cotton inputs.",Monitor EU CSDDD transposition for textile sector; ILAB India cotton and garment sector reports; Fair Labor Association India audit data; EU Forced Labour Regulation country risk list for India
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Restricted Goods - Child Labor,Regulatory obligation from 2027,Moderate,Deteriorating,Within 5 Years,Compliance,EU CSDDD and EU Forced Labour Regulation (Dec 2027) will require due diligence on cotton supply chains from India. ILAB documents child and forced labour in Indian cotton farming and textile production. Supply chains with Indian cotton inputs will require verified compliance documentation for EU market access from 2027.,EU Forced Labour Regulation (EU) 2024/3015; EU CSDDD; ILAB TVPRA Monitoring,ILAB 2024 TVPRA List; ILO India Cotton Sector; EU CSDDD; EU FL Regulation (EU) 2024/3015,EU,India,New_Source_Region_Risk,"India is one of the world's largest cotton and garment producers. EU CSDDD will require supply chain due diligence for Indian cotton and garment supply chains by 2027-2028. ILAB and ILO document child labour in cotton farming (especially hybrid cottonseed) and forced overtime in garment factories. The EU Forced Labour Regulation will apply from Dec 2027, creating a significant compliance burden for supply chains with Indian cotton inputs.",Monitor EU CSDDD transposition for textile sector; ILAB India cotton and garment sector reports; Fair Labor Association India audit data; EU Forced Labour Regulation country risk list for India
Techtronic Industries,TTI Dongguan Hub,Restricted Goods - Forced Labor,Likely within 5 years — structural enforcement trajectory clear,High,Deteriorating,Within 5 Years,Disruption,"UFLPA structural expansion over the 5-year horizon is expected to broaden enforcement scope on Chinese-origin electronics. New entity list additions, expanded sector coverage, and potential multi-jurisdiction enforcement (UK, Canada, Australia following US model) will increase compliance burden significantly. Supply chain tracing requirements will become more stringent.",Uyghur Forced Labor Prevention Act (UFLPA) — Structural Enforcement Expansion,CECC Annual Report; UFLPA Strategic Enforcement Plan; US CBP Trade Statistics,USA,China,Restriction_Escalating,"Congressional and executive branch signals indicate UFLPA enforcement will expand structurally over the 5-year horizon. Potential developments include: extension of rebuttable presumption to new sectors beyond Xinjiang; new entity list additions at accelerating pace; potential mirroring legislation in UK, Canada, and Australia creating a multi-jurisdiction forced labour import bar. The trajectory is clearly toward stricter enforcement and broader product coverage.",Monitor CECC annual China reports; UFLPA Strategic Enforcement Plan updates; US Senate Finance Committee and House Ways & Means trade hearings; UK Modern Slavery Act reform proposals; Canadian SCOFA Act progress
Techtronic Industries,TTI Dongguan Hub,Restricted Goods - Forced Labor,Likely within 5 years — structural enforcement trajectory clear,High,Deteriorating,Within 5 Years,Disruption,"UFLPA structural expansion over the 5-year horizon is expected to broaden enforcement scope on Chinese-origin polysilicon. New entity list additions, expanded sector coverage, and potential multi-jurisdiction enforcement (UK, Canada, Australia following US model) will increase compliance burden significantly. Supply chain tracing requirements will become more stringent.",Uyghur Forced Labor Prevention Act (UFLPA) — Structural Enforcement Expansion,CECC Annual Report; UFLPA Strategic Enforcement Plan; US CBP Trade Statistics,USA,China,Restriction_Escalating,"Congressional and executive branch signals indicate UFLPA enforcement will expand structurally over the 5-year horizon. Potential developments include: extension of rebuttable presumption to new sectors beyond Xinjiang; new entity list additions at accelerating pace; potential mirroring legislation in UK, Canada, and Australia creating a multi-jurisdiction forced labour import bar. The trajectory is clearly toward stricter enforcement and broader product coverage.",Monitor CECC annual China reports; UFLPA Strategic Enforcement Plan updates; US Senate Finance Committee and House Ways & Means trade hearings; UK Modern Slavery Act reform proposals; Canadian SCOFA Act progress
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Likely within 5 years — structural enforcement trajectory clear,High,Deteriorating,Within 5 Years,Disruption,"UFLPA structural expansion over the 5-year horizon is expected to broaden enforcement scope on Chinese-origin cotton lint. New entity list additions, expanded sector coverage, and potential multi-jurisdiction enforcement (UK, Canada, Australia following US model) will increase compliance burden significantly. Supply chain tracing requirements will become more stringent.",Uyghur Forced Labor Prevention Act (UFLPA) — Structural Enforcement Expansion,CECC Annual Report; UFLPA Strategic Enforcement Plan; US CBP Trade Statistics,USA,China,Restriction_Escalating,"Congressional and executive branch signals indicate UFLPA enforcement will expand structurally over the 5-year horizon. Potential developments include: extension of rebuttable presumption to new sectors beyond Xinjiang; new entity list additions at accelerating pace; potential mirroring legislation in UK, Canada, and Australia creating a multi-jurisdiction forced labour import bar. The trajectory is clearly toward stricter enforcement and broader product coverage.",Monitor CECC annual China reports; UFLPA Strategic Enforcement Plan updates; US Senate Finance Committee and House Ways & Means trade hearings; UK Modern Slavery Act reform proposals; Canadian SCOFA Act progress
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Likely within 5 years — structural enforcement trajectory clear,Moderate,Deteriorating,Within 5 Years,Disruption,"UFLPA structural expansion over the 5-year horizon is expected to broaden enforcement scope on Chinese-origin toys. New entity list additions, expanded sector coverage, and potential multi-jurisdiction enforcement (UK, Canada, Australia following US model) will increase compliance burden significantly. Supply chain tracing requirements will become more stringent.",Uyghur Forced Labor Prevention Act (UFLPA) — Structural Enforcement Expansion,CECC Annual Report; UFLPA Strategic Enforcement Plan; US CBP Trade Statistics,USA,China,Restriction_Escalating,"Congressional and executive branch signals indicate UFLPA enforcement will expand structurally over the 5-year horizon. Potential developments include: extension of rebuttable presumption to new sectors beyond Xinjiang; new entity list additions at accelerating pace; potential mirroring legislation in UK, Canada, and Australia creating a multi-jurisdiction forced labour import bar. The trajectory is clearly toward stricter enforcement and broader product coverage.",Monitor CECC annual China reports; UFLPA Strategic Enforcement Plan updates; US Senate Finance Committee and House Ways & Means trade hearings; UK Modern Slavery Act reform proposals; Canadian SCOFA Act progress
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Likely within 5 years — structural enforcement trajectory clear,Moderate,Deteriorating,Within 5 Years,Disruption,"UFLPA structural expansion over the 5-year horizon is expected to broaden enforcement scope on Chinese-origin aluminum. New entity list additions, expanded sector coverage, and potential multi-jurisdiction enforcement (UK, Canada, Australia following US model) will increase compliance burden significantly. Supply chain tracing requirements will become more stringent.",Uyghur Forced Labor Prevention Act (UFLPA) — Structural Enforcement Expansion,CECC Annual Report; UFLPA Strategic Enforcement Plan; US CBP Trade Statistics,USA,China,Restriction_Escalating,"Congressional and executive branch signals indicate UFLPA enforcement will expand structurally over the 5-year horizon. Potential developments include: extension of rebuttable presumption to new sectors beyond Xinjiang; new entity list additions at accelerating pace; potential mirroring legislation in UK, Canada, and Australia creating a multi-jurisdiction forced labour import bar. The trajectory is clearly toward stricter enforcement and broader product coverage.",Monitor CECC annual China reports; UFLPA Strategic Enforcement Plan updates; US Senate Finance Committee and House Ways & Means trade hearings; UK Modern Slavery Act reform proposals; Canadian SCOFA Act progress
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Labor,Likely within 5 years — structural enforcement trajectory clear,High,Deteriorating,Within 5 Years,Disruption,"UFLPA structural expansion over the 5-year horizon is expected to broaden enforcement scope on Chinese-origin electronics. New entity list additions, expanded sector coverage, and potential multi-jurisdiction enforcement (UK, Canada, Australia following US model) will increase compliance burden significantly. Supply chain tracing requirements will become more stringent.",Uyghur Forced Labor Prevention Act (UFLPA) — Structural Enforcement Expansion,CECC Annual Report; UFLPA Strategic Enforcement Plan; US CBP Trade Statistics,USA,China,Restriction_Escalating,"Congressional and executive branch signals indicate UFLPA enforcement will expand structurally over the 5-year horizon. Potential developments include: extension of rebuttable presumption to new sectors beyond Xinjiang; new entity list additions at accelerating pace; potential mirroring legislation in UK, Canada, and Australia creating a multi-jurisdiction forced labour import bar. The trajectory is clearly toward stricter enforcement and broader product coverage.",Monitor CECC annual China reports; UFLPA Strategic Enforcement Plan updates; US Senate Finance Committee and House Ways & Means trade hearings; UK Modern Slavery Act reform proposals; Canadian SCOFA Act progress
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Regulatory obligation within 5 years,High,Deteriorating,Within 5 Years,Compliance,"EU EUDR full enforcement on Brazilian cattle will be in place within the 5-year horizon. EU CSDDD additionally requires active human rights due diligence. Supply chain traceability to farm/operation level will be a mandatory requirement for EU market access, significantly raising compliance costs and creating sourcing disruption risk.",EU Deforestation Regulation (EUDR) 2023/1115 — Full Enforcement; EU CSDDD,EU Official Journal 2023/1115; EU CSDDD 2024/1760; Global Forest Watch,EU,Brazil,New_Regulatory_Framework,"Brazil EUDR full enforcement will be in place by 2026. Beyond cattle and cocoa, timber and coffee are the next highest-risk Brazilian commodities under EUDR. EU CSDDD will additionally require active human rights due diligence on Brazilian agricultural supply chains by 2027. Brazil's deforestation rate in the Cerrado (outside PRODES/DETER monitoring scope) remains a significant compliance risk area.",Monitor EUDR implementing regulation for Cerrado coverage; Brazilian SOJA PLUS and Roundtable on Responsible Soy compliance programmes; MapBiomas Cerrado deforestation data; EU Commission EUDR enforcement reports
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Regulatory obligation within 5 years,High,Deteriorating,Within 5 Years,Compliance,"EU EUDR full enforcement on Brazilian cocoa will be in place within the 5-year horizon. EU CSDDD additionally requires active human rights due diligence. Supply chain traceability to farm/operation level will be a mandatory requirement for EU market access, significantly raising compliance costs and creating sourcing disruption risk.",EU Deforestation Regulation (EUDR) 2023/1115 — Full Enforcement; EU CSDDD,EU Official Journal 2023/1115; EU CSDDD 2024/1760; Global Forest Watch,EU,Brazil,New_Regulatory_Framework,"Brazil EUDR full enforcement will be in place by 2026. Beyond cattle and cocoa, timber and coffee are the next highest-risk Brazilian commodities under EUDR. EU CSDDD will additionally require active human rights due diligence on Brazilian agricultural supply chains by 2027. Brazil's deforestation rate in the Cerrado (outside PRODES/DETER monitoring scope) remains a significant compliance risk area.",Monitor EUDR implementing regulation for Cerrado coverage; Brazilian SOJA PLUS and Roundtable on Responsible Soy compliance programmes; MapBiomas Cerrado deforestation data; EU Commission EUDR enforcement reports
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Compliance obligation from 2027 — restriction requires formal EU FL Reg investigation,Moderate,Deteriorating,Within 5 Years,Compliance,"Sugarcane is not an EUDR commodity. The 5-year restriction pathway runs through EU CSDDD (mandatory remediation of supply chain labour abuses) and, as a tail risk, the EU Forced Labour Regulation (Dec 2027), which could prohibit EU market access for goods if a formal investigation finds forced labour in the Brazilian sugarcane supply chain. The CSDDD obligation is certain; the Forced Labour Regulation restriction requires an active investigation and finding — plausible but not assured within 5 years.",EU CSDDD 2024/1760; EU Forced Labour Regulation (EU) 2024/3015 — Tail Risk,EU Official Journal 2023/1115; EU CSDDD 2024/1760; Global Forest Watch,EU,Brazil,New_Regulatory_Framework,"Brazil sugarcane sector is ILAB-listed for child labour. EU CSDDD will require active remediation of supply chain labour abuses. EU Forced Labour Regulation (applicable Dec 2027) creates a potential market access prohibition pathway IF a formal investigation is opened and sustained. However, sugarcane is not an EUDR commodity, so automatic traceability requirements do not apply. Confidence is moderate for compliance obligation; low for outright restriction.",Monitor EUDR implementing regulation for Cerrado coverage; Brazilian SOJA PLUS and Roundtable on Responsible Soy compliance programmes; MapBiomas Cerrado deforestation data; EU Commission EUDR enforcement reports
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Regulatory obligation within 5 years,Moderate,Deteriorating,Within 5 Years,Compliance,"EU EUDR full enforcement on Brazilian charcoal will be in place within the 5-year horizon. EU CSDDD additionally requires active human rights due diligence. Supply chain traceability to farm/operation level will be a mandatory requirement for EU market access, significantly raising compliance costs and creating sourcing disruption risk.",EU Deforestation Regulation (EUDR) 2023/1115 — Full Enforcement; EU CSDDD,EU Official Journal 2023/1115; EU CSDDD 2024/1760; Global Forest Watch,EU,Brazil,New_Regulatory_Framework,"Brazil EUDR full enforcement will be in place by 2026. Beyond cattle and cocoa, timber and coffee are the next highest-risk Brazilian commodities under EUDR. EU CSDDD will additionally require active human rights due diligence on Brazilian agricultural supply chains by 2027. Brazil's deforestation rate in the Cerrado (outside PRODES/DETER monitoring scope) remains a significant compliance risk area.",Monitor EUDR implementing regulation for Cerrado coverage; Brazilian SOJA PLUS and Roundtable on Responsible Soy compliance programmes; MapBiomas Cerrado deforestation data; EU Commission EUDR enforcement reports
Perrigo Company,Perrigo Mexico,Restricted Goods - Child Labor,Likely within 5 years — 2026 review mandated under treaty,Moderate,Stable,Within 5 Years,Compliance,USMCA 2026 review may tighten labour enforcement provisions affecting Mexican cattle supply chains. Mexico nearshoring scale-up is drawing increased ILAB and ILO scrutiny to manufacturing zone labour conditions. Compliance programmes must be updated ahead of the review.,USMCA Chapter 23 Labour Provisions — 2026 Joint Review,USTR USMCA 2026 Review; ILAB Mexico; ILO Better Work Mexico,USA,Mexico,Restriction_Maintained,"The 2026 USMCA joint review will assess implementation of labour provisions. Mexico's nearshoring boom (driven by US-China decoupling) is concentrating manufacturing labour in new industrial corridors (Monterrey, Saltillo, Querétaro). USMCA Rapid Response Mechanism may be applied to more facilities as the manufacturing base expands. ILO, ILAB, and NGOs are increasing scrutiny of labour conditions in new manufacturing zones.",Monitor USTR 2026 USMCA review process; ILAB Mexico country report updates; Mexican STPS labour reform implementation data; ILO Better Work Mexico outcomes; USMCA Rapid Response Mechanism petition filings
Perrigo Company,Perrigo Mexico,Restricted Goods - Child Labor,Likely within 5 years — 2026 review mandated under treaty,Low,Stable,Within 5 Years,Compliance,USMCA 2026 review may tighten labour enforcement provisions affecting Mexican chile peppers supply chains. Mexico nearshoring scale-up is drawing increased ILAB and ILO scrutiny to manufacturing zone labour conditions. Compliance programmes must be updated ahead of the review.,USMCA Chapter 23 Labour Provisions — 2026 Joint Review,USTR USMCA 2026 Review; ILAB Mexico; ILO Better Work Mexico,USA,Mexico,Restriction_Maintained,"The 2026 USMCA joint review will assess implementation of labour provisions. Mexico's nearshoring boom (driven by US-China decoupling) is concentrating manufacturing labour in new industrial corridors (Monterrey, Saltillo, Querétaro). USMCA Rapid Response Mechanism may be applied to more facilities as the manufacturing base expands. ILO, ILAB, and NGOs are increasing scrutiny of labour conditions in new manufacturing zones.",Monitor USTR 2026 USMCA review process; ILAB Mexico country report updates; Mexican STPS labour reform implementation data; ILO Better Work Mexico outcomes; USMCA Rapid Response Mechanism petition filings
"S.C. Johnson & Son, Inc.",Toluca Plant,Restricted Goods - Child Labor,Likely within 5 years — 2026 review mandated under treaty,Moderate,Stable,Within 5 Years,Compliance,USMCA 2026 review may tighten labour enforcement provisions affecting Mexican sugarcane supply chains. Mexico nearshoring scale-up is drawing increased ILAB and ILO scrutiny to manufacturing zone labour conditions. Compliance programmes must be updated ahead of the review.,USMCA Chapter 23 Labour Provisions — 2026 Joint Review,USTR USMCA 2026 Review; ILAB Mexico; ILO Better Work Mexico,USA,Mexico,Restriction_Maintained,"The 2026 USMCA joint review will assess implementation of labour provisions. Mexico's nearshoring boom (driven by US-China decoupling) is concentrating manufacturing labour in new industrial corridors (Monterrey, Saltillo, Querétaro). USMCA Rapid Response Mechanism may be applied to more facilities as the manufacturing base expands. ILO, ILAB, and NGOs are increasing scrutiny of labour conditions in new manufacturing zones.",Monitor USTR 2026 USMCA review process; ILAB Mexico country report updates; Mexican STPS labour reform implementation data; ILO Better Work Mexico outcomes; USMCA Rapid Response Mechanism petition filings
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Compliance obligation likely — direct restriction is low-probability tail risk within 5 years,Low,Stable,Within 5 Years,Compliance,"EU CSDDD full enforcement by 2027-2028 will require documented due diligence on South African coal supply chains used in steel production for EU-bound goods. CBAM applies to embedded carbon content and is not a labour restriction instrument. The restriction pathway to actual goods prohibition requires: CSDDD non-compliance finding → escalation to EU Forced Labour Regulation investigation → market withdrawal order. This is a multi-step pathway with genuine uncertainty at each stage. Flagged as a compliance monitoring priority, not a near-term restriction signal.",EU CSDDD 2024/1760; EU Forced Labour Regulation (EU) 2024/3015 — Tail Risk,SAHRC Mining Reports; ILO South Africa; EU CSDDD; EU FL Reg 2024/3015,EU,South Africa,New_Source_Region_Risk,"South African coal mining labour conditions may trigger CSDDD due diligence obligations for EU-destined supply chains using South African coal-derived steel inputs. The direct restriction pathway under EU Forced Labour Regulation requires a formal investigation and finding of forced labour, which is a multi-year process dependent on NGO/competent authority trigger. CBAM should not be cited as a labour restriction mechanism — it prices carbon, not labour conditions. Confidence in actual restriction within 5 years is low; compliance obligation is real.",Monitor EU CBAM registry; South African MPRDA compliance reports; SAHRC mining sector investigations; NUM/AMCU collective bargaining outcomes; EU Commission CSDDD South Africa sector guidance
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Labor,Compliance obligation likely — direct restriction is low-probability tail risk within 5 years,Low,Stable,Within 5 Years,Compliance,"EU CSDDD full enforcement by 2027-2028 will require documented due diligence on South African coal supply chains used in steel production for EU-bound goods. CBAM applies to embedded carbon content and is not a labour restriction instrument. The restriction pathway to actual goods prohibition requires: CSDDD non-compliance finding → escalation to EU Forced Labour Regulation investigation → market withdrawal order. This is a multi-step pathway with genuine uncertainty at each stage. Flagged as a compliance monitoring priority, not a near-term restriction signal.",EU CSDDD 2024/1760; EU Forced Labour Regulation (EU) 2024/3015 — Tail Risk,SAHRC Mining Reports; ILO South Africa; EU CSDDD; EU FL Reg 2024/3015,EU,South Africa,New_Source_Region_Risk,"South African coal mining labour conditions may trigger CSDDD due diligence obligations for EU-destined supply chains using South African coal-derived steel inputs. The direct restriction pathway under EU Forced Labour Regulation requires a formal investigation and finding of forced labour, which is a multi-year process dependent on NGO/competent authority trigger. CBAM should not be cited as a labour restriction mechanism — it prices carbon, not labour conditions. Confidence in actual restriction within 5 years is low; compliance obligation is real.",Monitor EU CBAM registry; South African MPRDA compliance reports; SAHRC mining sector investigations; NUM/AMCU collective bargaining outcomes; EU Commission CSDDD South Africa sector guidance
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Restricted Goods - Forced Labor,Compliance obligation likely — direct restriction is low-probability tail risk within 5 years,Low,Stable,Within 5 Years,Compliance,"EU CSDDD full enforcement by 2027-2028 will require documented due diligence on South African coal supply chains used in steel production for EU-bound goods. CBAM applies to embedded carbon content and is not a labour restriction instrument. The restriction pathway to actual goods prohibition requires: CSDDD non-compliance finding → escalation to EU Forced Labour Regulation investigation → market withdrawal order. This is a multi-step pathway with genuine uncertainty at each stage. Flagged as a compliance monitoring priority, not a near-term restriction signal.",EU CSDDD 2024/1760; EU Forced Labour Regulation (EU) 2024/3015 — Tail Risk,SAHRC Mining Reports; ILO South Africa; EU CSDDD; EU FL Reg 2024/3015,EU,South Africa,New_Source_Region_Risk,"South African coal mining labour conditions may trigger CSDDD due diligence obligations for EU-destined supply chains using South African coal-derived steel inputs. The direct restriction pathway under EU Forced Labour Regulation requires a formal investigation and finding of forced labour, which is a multi-year process dependent on NGO/competent authority trigger. CBAM should not be cited as a labour restriction mechanism — it prices carbon, not labour conditions. Confidence in actual restriction within 5 years is low; compliance obligation is real.",Monitor EU CBAM registry; South African MPRDA compliance reports; SAHRC mining sector investigations; NUM/AMCU collective bargaining outcomes; EU Commission CSDDD South Africa sector guidance
Garmin International,Lin Kou Plant (Taiwan),Restricted Goods - Forced Labor,Regulatory obligation from December 2027,Moderate,Deteriorating,Within 5 Years,Compliance,EU Forced Labour Regulation (Dec 2027) will require Garmin to verify that electronics assembled at Taiwan sites do not contain forced-labour-produced components anywhere in the supply chain. EU CSDDD additionally requires active human rights due diligence on the full supply chain. Component traceability programmes must be in place by 2027.,EU Forced Labour Regulation (EU) 2024/3015; EU CSDDD — Electronics Supply Chain,EU Official Journal — Regulation (EU) 2024/3015; EU CSDDD 2024/1760,EU,Taiwan,New_Regulatory_Framework,"EU Forced Labour Regulation (applicable Dec 2027) will apply to electronics assembled in Taiwan if they contain forced-labour-produced components from China. Unlike US UFLPA (which has focused on XUAR specifically), the EU FL Reg applies to all forced labour, anywhere in the supply chain. Garmin Taiwan operations will need to verify their entire component supply chain against forced labour standards for EU market access from December 2027.",Monitor EU Forced Labour Regulation country risk assessments; EU Commission 'single entry point' portal for forced labour investigations; Garmin supplier audit programme outcomes; EU CSDDD Garmin compliance programme documentation
Garmin International,Tainan Plant (Taiwan),Restricted Goods - Forced Labor,Regulatory obligation from December 2027,Moderate,Deteriorating,Within 5 Years,Compliance,EU Forced Labour Regulation (Dec 2027) will require Garmin to verify that electronics assembled at Taiwan sites do not contain forced-labour-produced components anywhere in the supply chain. EU CSDDD additionally requires active human rights due diligence on the full supply chain. Component traceability programmes must be in place by 2027.,EU Forced Labour Regulation (EU) 2024/3015; EU CSDDD — Electronics Supply Chain,EU Official Journal — Regulation (EU) 2024/3015; EU CSDDD 2024/1760,EU,Taiwan,New_Regulatory_Framework,"EU Forced Labour Regulation (applicable Dec 2027) will apply to electronics assembled in Taiwan if they contain forced-labour-produced components from China. Unlike US UFLPA (which has focused on XUAR specifically), the EU FL Reg applies to all forced labour, anywhere in the supply chain. Garmin Taiwan operations will need to verify their entire component supply chain against forced labour standards for EU market access from December 2027.",Monitor EU Forced Labour Regulation country risk assessments; EU Commission 'single entry point' portal for forced labour investigations; Garmin supplier audit programme outcomes; EU CSDDD Garmin compliance programme documentation
Garmin International,Zhongli Plant (Taiwan),Restricted Goods - Forced Labor,Regulatory obligation from December 2027,Moderate,Deteriorating,Within 5 Years,Compliance,EU Forced Labour Regulation (Dec 2027) will require Garmin to verify that electronics assembled at Taiwan sites do not contain forced-labour-produced components anywhere in the supply chain. EU CSDDD additionally requires active human rights due diligence on the full supply chain. Component traceability programmes must be in place by 2027.,EU Forced Labour Regulation (EU) 2024/3015; EU CSDDD — Electronics Supply Chain,EU Official Journal — Regulation (EU) 2024/3015; EU CSDDD 2024/1760,EU,Taiwan,New_Regulatory_Framework,"EU Forced Labour Regulation (applicable Dec 2027) will apply to electronics assembled in Taiwan if they contain forced-labour-produced components from China. Unlike US UFLPA (which has focused on XUAR specifically), the EU FL Reg applies to all forced labour, anywhere in the supply chain. Garmin Taiwan operations will need to verify their entire component supply chain against forced labour standards for EU market access from December 2027.",Monitor EU Forced Labour Regulation country risk assessments; EU Commission 'single entry point' portal for forced labour investigations; Garmin supplier audit programme outcomes; EU CSDDD Garmin compliance programme documentation
"S.C. Johnson & Son, Inc.",SC Johnson Argentina,Restricted Goods - Forced Labor,Likely within 5 years — EUDR enforcement ramp-up and country benchmarking in progress,Moderate,Deteriorating,Within 5 Years,Compliance,"EUDR full enforcement and EU Commission country benchmarking within 5 years creates a material risk that Argentine cattle supply chains are classified as high-risk, requiring enhanced due diligence or facing EU market access restrictions. Argentine beef used in SC Johnson soap and surfactant formulations will require farm-level deforestation-free certification, which Argentina's current traceability infrastructure cannot reliably provide. This is a direct goods restriction mechanism under EUDR — not a compliance obligation analogue.",EU Deforestation Regulation (EUDR) 2023/1115 — Country Benchmarking / Argentine Cattle,EU Official Journal 2023/1115; Global Forest Watch Gran Chaco; Trase.earth; WWF Chaco Report 2024,EU,Argentina,New_Regulatory_Framework,"Within 5 years, EU EUDR full enforcement on Argentine cattle is expected to be operational and increasingly effective. The European Commission is developing country benchmarking systems that will assess Argentina's national deforestation monitoring infrastructure. The Gran Chaco deforestation rate and Argentina's lack of farm-level cattle traceability comparable to Brazil's GTA/SISBOV system means Argentine beef is at structurally higher EUDR compliance risk than Brazilian beef. Within 5 years, enhanced EUDR enforcement and potential ""high scrutiny"" country classification for Argentina could create systematic EU market access barriers for Argentine cattle and beef products without verified deforestation-free provenance.",Monitor EU Commission EUDR country benchmarking classification for Argentina; Trase.earth Gran Chaco cattle deforestation exposure data; Argentine SENASA cattle traceability system improvements; EUDR competent authority enforcement case precedents for South American beef
