supplier_name,facility_name,risk_type,risk_level,timeframe,ilo_sdg_8_8_2_score,working_poverty_rate_pct,work_injury_coverage_rate,minimum_wage_ppp_usd_monthly,context
Hangzhou Greatstar Industrial.Co.,LISTA AG (Switzerland),Worker Rights - Remuneration,Very Low,Baseline,0.35,80.1,0.0,3804.362,"ILO SDG 8.8.2 score 0.35 (low labour rights violations); working poverty rate: 80.1% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 3,804/month. Baseline risk level: Very Low."
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Worker Rights - Labour Rights,Very Low,Baseline,0.38,100.0,0.0,2922.223,"ILO SDG 8.8.2 score 0.38 (low labour rights violations); working poverty rate: 100.0% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,922/month. Baseline risk level: Very Low."
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Worker Rights - Remuneration,Very Low,Baseline,0.38,100.0,0.0,2922.223,"ILO SDG 8.8.2 score 0.38 (low labour rights violations); working poverty rate: 100.0% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,922/month. Baseline risk level: Very Low."
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Worker Rights - Labour Rights,Very High,Baseline,9.32,35.9,0.09,543.541,ILO SDG 8.8.2 score 9.32 (significant labour rights constraints); working poverty rate: 35.9% (moderate-high); work injury scheme coverage: 0.09; minimum wage: PPP USD 544/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Worker Rights - Remuneration,Very High,Baseline,9.32,35.9,0.09,543.541,ILO SDG 8.8.2 score 9.32 (significant labour rights constraints); working poverty rate: 35.9% (moderate-high); work injury scheme coverage: 0.09; minimum wage: PPP USD 544/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Worker Rights - Labour Rights,Very High,Baseline,9.14,29.6,1.748,692.668,ILO SDG 8.8.2 score 9.14 (significant labour rights constraints); working poverty rate: 29.6% (moderate-high); work injury scheme coverage: 1.748; minimum wage: PPP USD 693/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Worker Rights - Remuneration,Very High,Baseline,9.14,29.6,1.748,692.668,ILO SDG 8.8.2 score 9.14 (significant labour rights constraints); working poverty rate: 29.6% (moderate-high); work injury scheme coverage: 1.748; minimum wage: PPP USD 693/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Worker Rights - Labour Rights,Very High,Baseline,6.7,30.9,0.082,818.87,ILO SDG 8.8.2 score 6.7 (significant labour rights constraints); working poverty rate: 30.9% (moderate-high); work injury scheme coverage: 0.082; minimum wage: PPP USD 819/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Worker Rights - Remuneration,High,Baseline,6.7,30.9,0.082,818.87,ILO SDG 8.8.2 score 6.7 (significant labour rights constraints); working poverty rate: 30.9% (moderate-high); work injury scheme coverage: 0.082; minimum wage: PPP USD 819/month. Baseline risk level: High.
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Worker Rights - Labour Rights,Very High,Baseline,9.32,35.9,0.09,543.541,ILO SDG 8.8.2 score 9.32 (significant labour rights constraints); working poverty rate: 35.9% (moderate-high); work injury scheme coverage: 0.09; minimum wage: PPP USD 544/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Worker Rights - Remuneration,Very High,Baseline,9.32,35.9,0.09,543.541,ILO SDG 8.8.2 score 9.32 (significant labour rights constraints); working poverty rate: 35.9% (moderate-high); work injury scheme coverage: 0.09; minimum wage: PPP USD 544/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Worker Rights - Labour Rights,Very High,Baseline,9.32,35.9,0.09,543.541,ILO SDG 8.8.2 score 9.32 (significant labour rights constraints); working poverty rate: 35.9% (moderate-high); work injury scheme coverage: 0.09; minimum wage: PPP USD 544/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Worker Rights - Remuneration,Very High,Baseline,9.32,35.9,0.09,543.541,ILO SDG 8.8.2 score 9.32 (significant labour rights constraints); working poverty rate: 35.9% (moderate-high); work injury scheme coverage: 0.09; minimum wage: PPP USD 544/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Worker Rights - Labour Rights,Very High,Baseline,9.32,35.9,0.09,543.541,ILO SDG 8.8.2 score 9.32 (significant labour rights constraints); working poverty rate: 35.9% (moderate-high); work injury scheme coverage: 0.09; minimum wage: PPP USD 544/month. Baseline risk level: Very High.
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Worker Rights - Remuneration,Very High,Baseline,9.32,35.9,0.09,543.541,ILO SDG 8.8.2 score 9.32 (significant labour rights constraints); working poverty rate: 35.9% (moderate-high); work injury scheme coverage: 0.09; minimum wage: PPP USD 544/month. Baseline risk level: Very High.
Perrigo Company,Global Headquarters,Worker Rights - Labour Rights,Low,Baseline,0.72,82.8,0.0,2365.788,"ILO SDG 8.8.2 score 0.72 (low labour rights violations); working poverty rate: 82.8% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,366/month. Baseline risk level: Low."
Perrigo Company,Global Headquarters,Worker Rights - Remuneration,Very Low,Baseline,0.72,82.8,0.0,2365.788,"ILO SDG 8.8.2 score 0.72 (low labour rights violations); working poverty rate: 82.8% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,366/month. Baseline risk level: Very Low."
Perrigo Company,N. American Corporate HQ,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
Perrigo Company,N. American Corporate HQ,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
Perrigo Company,Allegan Main Campus,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
Perrigo Company,Allegan Main Campus,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
Perrigo Company,Allegan Water St Plant,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
Perrigo Company,Allegan Water St Plant,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
Perrigo Company,Eau Claire Facility,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
Perrigo Company,Eau Claire Facility,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
Perrigo Company,PBM Nutritionals (Vermont),Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
Perrigo Company,PBM Nutritionals (Vermont),Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
Perrigo Company,Perrigo Direct Hub,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
Perrigo Company,Perrigo Direct Hub,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
Perrigo Company,Omaha Logistics Center,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
Perrigo Company,Omaha Logistics Center,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
Perrigo Company,Perrigo Israel (Yeruham),Worker Rights - Labour Rights,Very Low,Baseline,0.0,100.0,0.0,1582.856,"ILO SDG 8.8.2 score 0.0 (full compliance or data gap — requires contextual interpretation); working poverty rate: 100.0% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,583/month. Baseline risk level: Very Low."
Perrigo Company,Perrigo Israel (Yeruham),Worker Rights - Remuneration,Very Low,Baseline,0.0,100.0,0.0,1582.856,"ILO SDG 8.8.2 score 0.0 (full compliance or data gap — requires contextual interpretation); working poverty rate: 100.0% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,583/month. Baseline risk level: Very Low."
Perrigo Company,Perrigo Mexico,Worker Rights - Labour Rights,High,Baseline,3.81,41.7,1.575,588.706,ILO SDG 8.8.2 score 3.81 (moderate labour rights constraints); working poverty rate: 41.7% (moderate-high); work injury scheme coverage: 1.575; minimum wage: PPP USD 589/month. Baseline risk level: High.
Perrigo Company,Perrigo Mexico,Worker Rights - Remuneration,Medium,Baseline,3.81,41.7,1.575,588.706,ILO SDG 8.8.2 score 3.81 (moderate labour rights constraints); working poverty rate: 41.7% (moderate-high); work injury scheme coverage: 1.575; minimum wage: PPP USD 589/month. Baseline risk level: Medium.
Perrigo Company,Wrafton Laboratories (UK),Worker Rights - Labour Rights,Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Low."
Perrigo Company,Wrafton Laboratories (UK),Worker Rights - Remuneration,Very Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Very Low."
Perrigo Company,Galpharm International,Worker Rights - Labour Rights,Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Low."
Perrigo Company,Galpharm International,Worker Rights - Remuneration,Very Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Very Low."
Perrigo Company,Rosemont Pharmaceuticals,Worker Rights - Labour Rights,Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Low."
Perrigo Company,Rosemont Pharmaceuticals,Worker Rights - Remuneration,Very Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Very Low."
Perrigo Company,HRA Pharma Global HQ,Worker Rights - Labour Rights,Low,Baseline,0.68,92.8,0.0,2376.898,"ILO SDG 8.8.2 score 0.68 (low labour rights violations); working poverty rate: 92.8% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,377/month. Baseline risk level: Low."
Perrigo Company,HRA Pharma Global HQ,Worker Rights - Remuneration,Very Low,Baseline,0.68,92.8,0.0,2376.898,"ILO SDG 8.8.2 score 0.68 (low labour rights violations); working poverty rate: 92.8% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,377/month. Baseline risk level: Very Low."
Perrigo Company,HRA Pharma US,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
Perrigo Company,HRA Pharma US,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
The Hain Celestial Group,Global Headquarters,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
The Hain Celestial Group,Global Headquarters,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
The Hain Celestial Group,Celestial Seasonings,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
The Hain Celestial Group,Celestial Seasonings,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
The Hain Celestial Group,Hain Personal Care Hub,Worker Rights - Labour Rights,High,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: High."
The Hain Celestial Group,Hain Personal Care Hub,Worker Rights - Remuneration,Low,Baseline,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score 3.83 (moderate labour rights constraints); working poverty rate: 87.2% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 1,257/month. Baseline risk level: Low."
The Hain Celestial Group,Hain Celestial Canada HQ,Worker Rights - Labour Rights,Medium,Baseline,1.55,84.5,0.0,2408.556,"ILO SDG 8.8.2 score 1.55 (low labour rights violations); working poverty rate: 84.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,409/month. Baseline risk level: Medium."
The Hain Celestial Group,Hain Celestial Canada HQ,Worker Rights - Remuneration,Very Low,Baseline,1.55,84.5,0.0,2408.556,"ILO SDG 8.8.2 score 1.55 (low labour rights violations); working poverty rate: 84.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,409/month. Baseline risk level: Very Low."
The Hain Celestial Group,Mississauga Facility,Worker Rights - Labour Rights,Medium,Baseline,1.55,84.5,0.0,2408.556,"ILO SDG 8.8.2 score 1.55 (low labour rights violations); working poverty rate: 84.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,409/month. Baseline risk level: Medium."
The Hain Celestial Group,Mississauga Facility,Worker Rights - Remuneration,Very Low,Baseline,1.55,84.5,0.0,2408.556,"ILO SDG 8.8.2 score 1.55 (low labour rights violations); working poverty rate: 84.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,409/month. Baseline risk level: Very Low."
The Hain Celestial Group,Hain Daniels (Fakenham),Worker Rights - Labour Rights,Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Low."
The Hain Celestial Group,Hain Daniels (Fakenham),Worker Rights - Remuneration,Very Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Very Low."
The Hain Celestial Group,Hain Daniels (Histon),Worker Rights - Labour Rights,Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Low."
The Hain Celestial Group,Hain Daniels (Histon),Worker Rights - Remuneration,Very Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Very Low."
The Hain Celestial Group,Fresh Innovation Centre,Worker Rights - Labour Rights,Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Low."
The Hain Celestial Group,Fresh Innovation Centre,Worker Rights - Remuneration,Very Low,Baseline,1.25,81.5,0.0,2816.509,"ILO SDG 8.8.2 score 1.25 (low labour rights violations); working poverty rate: 81.5% (very high); work injury scheme coverage: 0 (absent or data gap); minimum wage: PPP USD 2,817/month. Baseline risk level: Very Low."
